column_name,data_type,is_key,business_description
cust_stat_fk,INTEGER,FOREIGN,normalized quantitative value for aggregate reporting
order_stat_01,VARCHAR(255),NONE,secondary reference index for cross-table lookup
inv_id_norm,DATETIME,NONE,temporal marker for transaction lifecycle
prod_desc_fk,UUID,FOREIGN,status flag indicating current operational state
addr_desc_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
order_id_v2,INTEGER,NONE,status flag indicating current operational state
emp_id_v2,VARCHAR(255),NONE,categorical label for domain classification
cust_id_norm,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
emp_code_norm,INTEGER,NONE,descriptive string for human-readable indexing
addr_stat_sys,INTEGER,NONE,temporal marker for transaction lifecycle
txn_uuid_01,UUID,NONE,unique identifier for the primary record
sale_cat_pk,UUID,PRIMARY,descriptive string for human-readable indexing
emp_stat_v2,DATETIME,NONE,foreign key mapping to parent entity relational graph
cust_code_pk,DATETIME,PRIMARY,normalized quantitative value for aggregate reporting
user_uuid_sys,UUID,NONE,secondary reference index for cross-table lookup
supp_code_fk,INTEGER,FOREIGN,foreign key mapping to parent entity relational graph
dept_qty_01,VARCHAR(255),NONE,status flag indicating current operational state
txn_code_01,VARCHAR(255),NONE,categorical label for domain classification
txn_name_norm,DATETIME,NONE,descriptive string for human-readable indexing
emp_qty_pk,VARCHAR(255),PRIMARY,foreign key mapping to parent entity relational graph
prod_dt_pk,"DECIMAL(10,2)",PRIMARY,unique identifier for the primary record
sale_qty_v2,DATETIME,NONE,descriptive string for human-readable indexing
dept_name_fk,INTEGER,FOREIGN,normalized quantitative value for aggregate reporting
supp_desc_pk,INTEGER,PRIMARY,unique identifier for the primary record
order_ref_fk,"DECIMAL(10,2)",FOREIGN,categorical label for domain classification
prod_desc_v2,UUID,NONE,unique identifier for the primary record
dept_uuid_sys,INTEGER,NONE,normalized quantitative value for aggregate reporting
txn_amt_raw,VARCHAR(255),NONE,categorical label for domain classification
supp_code_01,VARCHAR(255),NONE,foreign key mapping to parent entity relational graph
inv_cat_sys,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
addr_ref_sys,INTEGER,NONE,normalized quantitative value for aggregate reporting
inv_amt_v2,INTEGER,NONE,temporal marker for transaction lifecycle
dept_uuid_norm,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
addr_desc_norm,VARCHAR(255),NONE,categorical label for domain classification
addr_id_raw,UUID,NONE,temporal marker for transaction lifecycle
cust_id_sys,INTEGER,NONE,normalized quantitative value for aggregate reporting
txn_stat_norm,"DECIMAL(10,2)",NONE,categorical label for domain classification
order_qty_01,INTEGER,NONE,foreign key mapping to parent entity relational graph
addr_code_raw,DATETIME,NONE,temporal marker for transaction lifecycle
addr_code_fk,DATETIME,FOREIGN,status flag indicating current operational state
inv_uuid_norm,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
emp_cat_v2,INTEGER,NONE,descriptive string for human-readable indexing
cust_amt_pk,"DECIMAL(10,2)",PRIMARY,descriptive string for human-readable indexing
order_code_v2,"DECIMAL(10,2)",NONE,categorical label for domain classification
user_uuid_raw,INTEGER,NONE,normalized quantitative value for aggregate reporting
supp_dt_norm,INTEGER,NONE,secondary reference index for cross-table lookup
sale_cat_raw,INTEGER,NONE,temporal marker for transaction lifecycle
txn_id_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
prod_uuid_raw,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
dept_id_fk,VARCHAR(255),FOREIGN,descriptive string for human-readable indexing
order_name_fk,UUID,FOREIGN,temporal marker for transaction lifecycle
inv_dt_01,DATETIME,NONE,normalized quantitative value for aggregate reporting
prod_desc_sys,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
sale_name_v2,UUID,NONE,categorical label for domain classification
dept_code_pk,VARCHAR(255),PRIMARY,unique identifier for the primary record
cust_code_pk,UUID,PRIMARY,categorical label for domain classification
supp_dt_v2,INTEGER,NONE,secondary reference index for cross-table lookup
dept_uuid_sys,"DECIMAL(10,2)",NONE,categorical label for domain classification
user_code_sys,DATETIME,NONE,descriptive string for human-readable indexing
txn_cat_pk,UUID,PRIMARY,status flag indicating current operational state
inv_name_01,"DECIMAL(10,2)",NONE,status flag indicating current operational state
sale_qty_v2,UUID,NONE,status flag indicating current operational state
emp_code_fk,INTEGER,FOREIGN,categorical label for domain classification
txn_qty_sys,"DECIMAL(10,2)",NONE,unique identifier for the primary record
prod_stat_norm,VARCHAR(255),NONE,unique identifier for the primary record
user_cat_v2,DATETIME,NONE,temporal marker for transaction lifecycle
supp_dt_01,UUID,NONE,status flag indicating current operational state
dept_code_fk,"DECIMAL(10,2)",FOREIGN,status flag indicating current operational state
user_name_fk,DATETIME,FOREIGN,temporal marker for transaction lifecycle
emp_ref_fk,VARCHAR(255),FOREIGN,unique identifier for the primary record
addr_qty_sys,INTEGER,NONE,status flag indicating current operational state
user_ref_01,DATETIME,NONE,categorical label for domain classification
supp_stat_pk,DATETIME,PRIMARY,status flag indicating current operational state
inv_name_pk,"DECIMAL(10,2)",PRIMARY,secondary reference index for cross-table lookup
order_stat_pk,DATETIME,PRIMARY,temporal marker for transaction lifecycle
prod_qty_v2,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
cust_stat_raw,DATETIME,NONE,foreign key mapping to parent entity relational graph
supp_dt_v2,VARCHAR(255),NONE,status flag indicating current operational state
dept_desc_norm,INTEGER,NONE,temporal marker for transaction lifecycle
dept_cat_01,UUID,NONE,normalized quantitative value for aggregate reporting
inv_stat_v2,DATETIME,NONE,foreign key mapping to parent entity relational graph
dept_desc_fk,"DECIMAL(10,2)",FOREIGN,categorical label for domain classification
inv_ref_01,VARCHAR(255),NONE,descriptive string for human-readable indexing
supp_desc_01,INTEGER,NONE,foreign key mapping to parent entity relational graph
sale_ref_pk,"DECIMAL(10,2)",PRIMARY,temporal marker for transaction lifecycle
supp_amt_pk,UUID,PRIMARY,foreign key mapping to parent entity relational graph
addr_name_fk,INTEGER,FOREIGN,secondary reference index for cross-table lookup
addr_amt_norm,DATETIME,NONE,normalized quantitative value for aggregate reporting
user_ref_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
sale_dt_pk,DATETIME,PRIMARY,secondary reference index for cross-table lookup
prod_cat_01,"DECIMAL(10,2)",NONE,status flag indicating current operational state
order_qty_01,UUID,NONE,status flag indicating current operational state
user_id_v2,UUID,NONE,status flag indicating current operational state
dept_ref_fk,INTEGER,FOREIGN,status flag indicating current operational state
addr_id_01,DATETIME,NONE,secondary reference index for cross-table lookup
user_stat_raw,UUID,NONE,secondary reference index for cross-table lookup
cust_cat_raw,INTEGER,NONE,unique identifier for the primary record
cust_id_raw,INTEGER,NONE,descriptive string for human-readable indexing
emp_cat_norm,INTEGER,NONE,descriptive string for human-readable indexing
sale_stat_fk,"DECIMAL(10,2)",FOREIGN,status flag indicating current operational state
order_id_fk,VARCHAR(255),FOREIGN,categorical label for domain classification
sale_desc_pk,DATETIME,PRIMARY,unique identifier for the primary record
addr_ref_v2,UUID,NONE,unique identifier for the primary record
sale_id_01,VARCHAR(255),NONE,secondary reference index for cross-table lookup
inv_ref_sys,DATETIME,NONE,descriptive string for human-readable indexing
sale_dt_v2,DATETIME,NONE,temporal marker for transaction lifecycle
addr_cat_v2,UUID,NONE,categorical label for domain classification
prod_ref_01,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
emp_cat_norm,"DECIMAL(10,2)",NONE,categorical label for domain classification
addr_amt_sys,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
user_cat_01,VARCHAR(255),NONE,categorical label for domain classification
order_cat_pk,VARCHAR(255),PRIMARY,categorical label for domain classification
dept_ref_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
inv_name_sys,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
prod_dt_01,UUID,NONE,foreign key mapping to parent entity relational graph
prod_code_fk,UUID,FOREIGN,unique identifier for the primary record
cust_uuid_fk,UUID,FOREIGN,normalized quantitative value for aggregate reporting
supp_amt_v2,INTEGER,NONE,descriptive string for human-readable indexing
addr_uuid_fk,"DECIMAL(10,2)",FOREIGN,normalized quantitative value for aggregate reporting
order_dt_01,VARCHAR(255),NONE,unique identifier for the primary record
sale_stat_pk,VARCHAR(255),PRIMARY,secondary reference index for cross-table lookup
sale_uuid_fk,UUID,FOREIGN,secondary reference index for cross-table lookup
addr_amt_01,DATETIME,NONE,unique identifier for the primary record
addr_ref_sys,VARCHAR(255),NONE,secondary reference index for cross-table lookup
user_uuid_pk,UUID,PRIMARY,secondary reference index for cross-table lookup
user_name_sys,INTEGER,NONE,descriptive string for human-readable indexing
sale_desc_raw,UUID,NONE,secondary reference index for cross-table lookup
order_cat_sys,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
user_stat_pk,INTEGER,PRIMARY,unique identifier for the primary record
txn_qty_norm,"DECIMAL(10,2)",NONE,status flag indicating current operational state
txn_desc_sys,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
dept_uuid_v2,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
dept_ref_fk,INTEGER,FOREIGN,categorical label for domain classification
inv_cat_raw,VARCHAR(255),NONE,secondary reference index for cross-table lookup
user_desc_norm,UUID,NONE,foreign key mapping to parent entity relational graph
user_id_v2,INTEGER,NONE,descriptive string for human-readable indexing
supp_code_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
inv_uuid_raw,UUID,NONE,status flag indicating current operational state
supp_dt_sys,UUID,NONE,foreign key mapping to parent entity relational graph
order_stat_v2,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
txn_dt_norm,VARCHAR(255),NONE,descriptive string for human-readable indexing
addr_ref_01,UUID,NONE,unique identifier for the primary record
supp_name_fk,"DECIMAL(10,2)",FOREIGN,descriptive string for human-readable indexing
cust_stat_v2,VARCHAR(255),NONE,secondary reference index for cross-table lookup
order_id_raw,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
dept_uuid_norm,UUID,NONE,categorical label for domain classification
dept_uuid_pk,VARCHAR(255),PRIMARY,secondary reference index for cross-table lookup
dept_dt_01,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
dept_code_01,UUID,NONE,temporal marker for transaction lifecycle
dept_desc_01,DATETIME,NONE,secondary reference index for cross-table lookup
supp_desc_v2,DATETIME,NONE,status flag indicating current operational state
sale_cat_raw,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
emp_ref_pk,INTEGER,PRIMARY,unique identifier for the primary record
cust_qty_01,VARCHAR(255),NONE,categorical label for domain classification
dept_uuid_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
prod_amt_raw,UUID,NONE,foreign key mapping to parent entity relational graph
txn_amt_norm,DATETIME,NONE,status flag indicating current operational state
prod_uuid_norm,DATETIME,NONE,temporal marker for transaction lifecycle
emp_desc_fk,UUID,FOREIGN,unique identifier for the primary record
dept_id_v2,INTEGER,NONE,status flag indicating current operational state
inv_code_01,"DECIMAL(10,2)",NONE,categorical label for domain classification
emp_qty_raw,INTEGER,NONE,categorical label for domain classification
inv_stat_v2,INTEGER,NONE,status flag indicating current operational state
prod_id_pk,INTEGER,PRIMARY,descriptive string for human-readable indexing
addr_desc_v2,INTEGER,NONE,descriptive string for human-readable indexing
supp_stat_v2,UUID,NONE,unique identifier for the primary record
prod_code_norm,INTEGER,NONE,temporal marker for transaction lifecycle
supp_cat_01,INTEGER,NONE,secondary reference index for cross-table lookup
emp_stat_norm,UUID,NONE,normalized quantitative value for aggregate reporting
supp_name_01,UUID,NONE,descriptive string for human-readable indexing
cust_code_raw,DATETIME,NONE,normalized quantitative value for aggregate reporting
user_amt_01,VARCHAR(255),NONE,status flag indicating current operational state
user_ref_01,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
prod_qty_sys,UUID,NONE,temporal marker for transaction lifecycle
dept_desc_raw,VARCHAR(255),NONE,descriptive string for human-readable indexing
supp_ref_pk,"DECIMAL(10,2)",PRIMARY,unique identifier for the primary record
addr_uuid_sys,INTEGER,NONE,unique identifier for the primary record
prod_stat_raw,DATETIME,NONE,normalized quantitative value for aggregate reporting
dept_id_raw,INTEGER,NONE,foreign key mapping to parent entity relational graph
cust_name_sys,UUID,NONE,unique identifier for the primary record
order_qty_fk,UUID,FOREIGN,temporal marker for transaction lifecycle
inv_desc_raw,INTEGER,NONE,temporal marker for transaction lifecycle
txn_id_v2,VARCHAR(255),NONE,secondary reference index for cross-table lookup
addr_code_v2,UUID,NONE,temporal marker for transaction lifecycle
supp_desc_raw,INTEGER,NONE,secondary reference index for cross-table lookup
inv_ref_norm,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
order_id_raw,INTEGER,NONE,unique identifier for the primary record
order_cat_norm,DATETIME,NONE,foreign key mapping to parent entity relational graph
emp_uuid_norm,"DECIMAL(10,2)",NONE,status flag indicating current operational state
dept_stat_v2,UUID,NONE,status flag indicating current operational state
